video_name,text
c68b4073e462-26,"Red and orange, green and blue. I love colors."
6c91aaacea0a-4,The turnip seeds grew. The turnip seeds grew and grew.
LKlGF65Xgm0_e2,Watercolour painting began to flourish in  around 1750.
TYbsjtUmRmQ--52,"page number 58., The Buddha taught"
04cf2cb63a7d-6,Now they can be given the freedom to choose their groups and tasks.
c02914d169b6-27,Use sight words in the classroom by putting visuals and cue cards.
CB5Qabozm6w_e2,We select employees who will be good at face-to-face interaction with customers.
ijrjSBx7WTc--2,a supplementary reader in English for Class 6.
mxE6dRbd38c_e4,Students' interests are mostly limited to the academic realm.
BYDhyNP5fK8_e3,Television commercials seem fatuous than ever.
a4bbc6c5cd3e-15,He blows it all over himself. I want to do that.
PK8Xkko03cs_e1,She assured him (that) the car would be ready the next day.
99218fd19f71-56,and jungle animals in this picture.
9b0136913690-56,And then I will give you my opinion on it.
ec20a4dae9f9-32,a small song or poem about rain in your mother tongue?
8cfebb40f2b9-56,What do you call a bowl in your language?
1e22be414f61-45,Come inside and draw what you saw.
BPkY6fJerkM_d,"a part of a machine, or a set of parts that work together"
a4bbc6c5cd3e-28,"Mother, he cries. Help, a monster."
ovYYEWMtW9M--210,This is a picture of remains of a wall made of brick.
Nn9spzBqmMs--135,Tansen remained Akbar's court singer till 1585 when he died.
_EVjLdEmSOA--87,Other cities such as Kali Banga & Lothal
ed5590797795-81,to make it into a story on the left page.
ijrjSBx7WTc--21,He will be a friend to our son.
d494f4d97eb5-9,1. one by one say your names. 2. Sit.
7bccd31315d7-16,Grandmother added a zigzag line to the circle.
4b41f9df012f-44,"On the left side, there is a banana. On the right side again."
a0GJqWQf2so--161,What steps did he take to save himself?
ed5590797795-62,Name the objects in your own language.
uukiGvQ8CgQ--24,and was amazed when he tasted it.
Vbeiz94SyEI--46,Prancing horses by sea in ships.
_SSJde7GrTA--21,Show how you will divide it. Remember...
LjnS-cnPY0I--167,The palm leaves were cut into pages.
a6301b463ff0-120,You can see the tiger roaring at the rabbit.
60c9973b69ed-41,describe what you might see around you.
Zc2bgIDZ-Ks--37,The king was astonished as well as pleased.
ee235596b76f-37,2x2 square piece of chart paper
7d42dce3e967-27,"In the morning, I say good morning."
07285daf5fd0-147,"Now once again, copy them. page number"
57cab2a92c69-281,Let's play the Clap Word game.
4b41f9df012f-109,4. What did you have for lunch today?
0187f6244784-33,Avial became famous all over Kerala.
c85ff6c14be3-25,"Thursdays and Fridays. On Saturdays, I play games at school."
3AGKPSOZMmc--26,and the baby birds became big birds.
6c91aaacea0a-6,I will help you. Said The Old Woman
2011b172755b-13,Peelu brought a yellow laddu. Laalu gobbled up the laddu. His mouth stopped burning.
809a3a5e02d1-36,Miss Sullivan gave Hellen a doll. D
ovYYEWMtW9M--94,The first Varna was that of the Brahmin.
77e29639c256-55,There are some dots given to complete the letter S. For SeAL
LjnS-cnPY0I--116,and did scale the mountains and cross the seas. People from across the frontiers.
BaSt1HrxXq0_e2,They sandbagged their homes to keep out floods.
AnhTIMU_EzI_e1,You can usually find a hotel for €70 a night.
s8BUs77tQZ4--89,What was the difference between the way in which Samudragupta?
809a3a5e02d1-44,what she was doing. Helen liked Miss Sullivan.
0726445c45f9-15,What about those lovely white shoes you saw last week?
s8BUs77tQZ4--39,The prashasti was composed in very long sentences.
9f1c001437d8-29,which is 4 inches bigger than your notebook.
soTXzil_LzI--12,"Jumman, Shake and Algu Chaudhry were good friends."
LjnS-cnPY0I--41,People have lived along the banks of this river for several hundred thousand years.
408a13a4e222-50,Name food that is made in your home. 1
zoBP39jyRMs--196,and later rulers built temples and palaces.
809a3a5e02d1-87,Sign language for Alphabet M to alphabet Z is given.
jXYcAvK7MTA--63,Many of these local assemblies continued to function for centuries.
Nn9spzBqmMs--96,but give me time to prepare myself.
a4bbc6c5cd3e-22,"I want stripes like those, he says. Whiz?"
s8BUs77tQZ4--66,and he then allowed them to rule again. Number three.
Qa_xoeJIJBs_e1,He has just become a father.
e6fefaa5242f-9,"They're red and purple, blue and green."
4c422e10f21d-78,Here you can see four full circles in a row.
1f1bb4e3121b-209,"I want a blank shirt for my dog, please. She said."
it4GglIkMLY--123,Later they classified some people as untouchable. These included some crafts.
1TqHCiBoJMs_e2,She was finally able to obtain legal possession of the house.
tRdqPGHDEvM--6,where Isha and her friend are talking to each other.
yzP6HD0Zr3Y--37,"fruits, etc. In addition to all this,"
Vbeiz94SyEI--151,"There are two major centers of power, were Peshawar."
7cd20394895c-26,Page 47 Mittu came to the tree.
BGG5x7Qr10A_e3,She shut the door firmly and walked away.
Nn9spzBqmMs--129,The sky clouded over and rain came down.
9b0136913690-119,The barber refused to leave the Sultan's palace.
1f1bb4e3121b-4,This story is about Rip Van Winkle.
992d9f7b37d2-95,Now rearrange these letters so that you give us the names of the festivals.
8cfebb40f2b9-11,Curlylocks went in. She wanted to see...
UbhONRGm-90--126,Never heard of a ghost who can't see in the dark remarked vijay singh.
1e9591008a0d-22,Appu shook his trunk and said
rD5qE7Z3QaM_e1,Please look out when you're crossing streets.
d80b02f1b480-51,You are alone in a room?
dht7S24Zauk--218,Do you agree that STEM is like a street with...
LjnS-cnPY0I--238,an old silver coin is shown.
TheDJtPZdzQ_e1,"He asked me to give him a loan, but I refused."
4c422e10f21d-101,The following have lost their babies.
Vbeiz94SyEI--127,While the methods remained a closely guarded secret for thousands of years.
N7O_KBF1Qqc--68,Now I can see two more with the same difficulty.
d5d9a14756d5-7,He discovers a footprint on the sand.
6dvgNioTESo--121,just as the waters of rivers lose their names and separateness.
117db0aadb7a-25,throw the wet towel on the floor.
18dc64c3380a-17,They leap and dance and walk and run.
O8V8kz6JcFs--90,All the female mongooses have their kitten at about the same time.
Zc2bgIDZ-Ks--54,The new governor was called to the palace.
c02914d169b6-17,"Read the poem, Story, Allow to the Children."
e90d992d5756-96,Ask the children to listen to it carefully.
2011b172755b-63,Add white to make them light.
PX8yyGWh_7k_e4,Never take delight in someone's personal misfortunes.
s8BUs77tQZ4--90,treated the rulers of Aryavarta and Dakshinpatha.
533abb879383-69,"Once there was Dash, beautiful garden. Dash garden had..."
UbSkIyCl70A--106,to the Buddha to get his advice on the matter.
57cab2a92c69-226,"He said, I went all blank."
nIjAEHi-6HU--164,Samplans could be poisonous. Activity 4
ee235596b76f-19,to get my teeth into them.
58131855adfb-12,This is the thought that needs to be nurtured.
1e9591008a0d-49,when you don't want to share.
83326b7bbc9c-207,blank space has been provided for your answers
9bxtIE0Tygg--125,"There are several versions, many of which are performed."
6422c75b4261-71,A piece of paper with a label of Tea.
IGjd6dWiXvE_e1,She's very much a hands-on manager.
zoBP39jyRMs--56,Salt was produced plentifully along the sea coast.
83b6ac4a3d19-82,"However, do not force the child. 3"
iuGT90_P4Qk--96,Make 8 triangles using 6 matchsticks.
7fb2b0e77c2e-74,A person who sails a ship.
NoVPRWXWUZE--130,for a coin to a hotel for their cat.
O8V8kz6JcFs--148,all animals in forests and deserts struggle to blank.
UbSkIyCl70A--10,Sappelings were grown and then planted in the fields.
4b41f9df012f-97,"W, now trace along the dotted lines. Small letter Z."
Zuk10Ula-LI_e4,The first person writes a brilliant paper in immaculate prose.
SZa4F8UXb5I_e5,He has learned a phenomenal amount in the last two years.
jDy4C7B8OwI--210,"On the left top of the speech, a picture is shown."
b43a1342f8f5-34,This is my first letter after the summer vacations.
1f1bb4e3121b-270,Imagine you are the neighbour who greets Rip after 20 years.
A2VCUgPweiU--68,"The idea of bhakti is present in the Bhagavad Gita, a sacred book"
a4bbc6c5cd3e-20,"He's very happy. This is fun, he says."
343da2e475d7-56,Look at the following words. They are group names. Troop of soldiers.
d73da12c66f0-26,"Don't worry there, Said Malu's mother."
d5d9a14756d5-19,"for there was exactly the print of a foot.toes, heel"
wNX5EJHUES0_e1,They gave us such an effusive welcome it was quite embarrassing.
2b2718e10f2f-13,The ice cream man with his little cart goes trundling down the street.
mJ69KqzX3lU--49,How wide is the rectangle? Dash centimeters.
1-YUm865HA0--30,so that more grain could be produced.
tRdqPGHDEvM--123,Identify it and write it down in the blank space given.
533abb879383-114,He loved to do his exercises.
nSQUhb44s5M--142,which plays had the lowest temperature at 3 am.
6Ht4naTvGCE--33,using the ideas in the poem.
FyPkQyJWsjs--40,became a subject of noisy commentary among all present. some favoured
3a6cfc943757-96,pushing a smaller boy and making him cry. Being healthy.
1f1bb4e3121b-192,Rip was a good-natured man. Everybody liked him.
IpRLdrFqxKk--96,Right yes or no for each arrangement in your notebook.
9f1c001437d8-62,Books let you do what you have never done.
7d671200482c-3,Have you ever thrown your school bag on your bed?
zoBP39jyRMs--143,there should be enough light to examine the work. In case the superintendent...
iMlR4QLSWok--77,I did not see anything. I did not see anything.
1782bea75c7d-9,No one could think of how it could be made shorter without erasing it.
a6301b463ff0-76,Fill in the Blanks with the correct word.
Zc2bgIDZ-Ks--31,Many thanks for your kindness to a poor traveler.
70745e15917e-51,But that does not bother me.
6_Lnzu1WFPI_e4,"If we work as a team, I'm confident we will accomplish our goal."
2b2718e10f2f-54,A Zzzz sound. One is done for you.
29e7bf42fd88-56,Have your breakfast and sit down to study.
hM959_pXlrE--154,and also with magnets of different shapes.
nLG-B3e-pP0--109,"The separated husk is used for many purposes, such as fodder for cattle."
57cab2a92c69-38,but they did not destroy the creeper.
YaFdfkMozE4_e1,My nephew came down with chicken pox this weekend.
TYbsjtUmRmQ--225,He used these to write down the rules of the language in short formula.
43043aa04251-160,writing on to the palm of the left hand.
c4b38ce263ce-10,New words learnt in the poem.
dac1fcc8319a-125,and likewise in the green one
6dvgNioTESo--176,"For more than a thousand years, Zuru Astrianism was a major religion in Iran."
366805e50016-36,Find five more words ending in LY.
BsarjXadUR0_d,to show that you think someone or something is stupid.
dac1fcc8319a-145,The first one is done. News Plus Paper. Newspaper.
XVP5zcTXVtc--59,The places where inscriptions of Ashoka have been found are marked with red dots.
ByGP6VSsADs--9,Here is a poem which talks about some more such what-ifs.
29e7bf42fd88-71,I love the green fields bhaiya
18dc64c3380a-26,Underline all the action words in the poem.
ijrjSBx7WTc--77,What was the farmer's comment on his wife's fears?
nIjAEHi-6HU--234,and enter these separately in the 3 columns as shown.
7bccd31315d7-11,Grandmother drew three lines on the circle.
83326b7bbc9c-54,Do you know any other language?
ovYYEWMtW9M--218,Some payments were probably made using punchmarked coins.
70745e15917e-39,But can you run even a mile on the
ByGP6VSsADs--12,Last night while I lay thinking here
8e2d24eb5abf-109,You can search for the story by talking to older people.
ByGP6VSsADs--38,Everything seems swell and then the night-time what if strikes again?
ijrjSBx7WTc--9,There was also a baby mongoose in the house.
49d5108ee364-94,"True, not true. Let's read and write."
jDy4C7B8OwI--38,Look at this finely polished stone sculpture.
yzP6HD0Zr3Y--130,The birds chanted a new tune.
nSQUhb44s5M--130,which place is the coolest at that time.
eda13bc934dd-114,Let's make the noises that animals make.
0fb8102d6c95-113,Mummy gives him a new dish.
Vbeiz94SyEI--202,where dozens of caves were hollowed out of
027ae060c5e0-101,"8, I cannot dash, but I can dash."
d73da12c66f0-107,Who do you think should have got the larger piece?
408a13a4e222-82,She was shocked. How can I make curry out of a bamboo door? 7
UbSkIyCl70A--54,"He didn't conquer the world, but..."
iMlR4QLSWok--9,There was a fair in our village.
d73da12c66f0-13,I want to see the things that lie.
6dvgNioTESo--60,Why do you think the term Jin was used?
9f1c001437d8-11,old greeting card or wedding card or scissors.
a0GJqWQf2so--111,"If someone sings Raga Meg at the same time, and sings it properly,"
vjK0h7XGewE_e5,"About the problem, we must take immediate actions."
PqLN4NQIi5w--41,"Rising from AmarKantak and flowing through Beraghat in Madhya Pradesh,"
yYAuTrPtnxc_e1,I'm a bit concerned about/for your health.
a0GJqWQf2so--97,Only the greatest singers can sing it properly.
nLG-B3e-pP0--123,You may have also noticed similar sieves being used at
b005df5e411b-109,"In a short paragraph, write how you..."
DG6Bx2bDqFM--65,What was the purpose for which each one was used?
soTXzil_LzI--294,right against each word of opposite meaning for example liquid
I96CIiP3WZc_e2,"It's a cursed nuisance, having to work late every evening!"
-jTNHftz4Pk_e3,He could face censure from his colleagues.
0726445c45f9-64,"Mother says, We will leave the window open. Nina is..."
Vbeiz94SyEI--216,"and other parts of Southeast Asia, including..."
Vn-G3CrUtrg_e1,He deemed that it was his duty to help.
408a13a4e222-80,Make curry with this bamboo door. Page 17
831fec5793da-83,Here is a space given below to write your mother's name.
533abb879383-80,given below and make words starting with them.
ijrjSBx7WTc--68,Then she heard the baby crying.
Nn9spzBqmMs--76,Some of the courtiers became jealous of Tansen.
Gfl5msAbkjk_d,"to pay attention to something, especially advice or a warning"
57cab2a92c69-35,The old bird advised. Now it is tender and you can cut it easily.
Vbeiz94SyEI--144,This was because they could benefit from taxes.
d5d9a14756d5-29,"I ran inside it, as if I was being chased. I do not remember..."
jXYcAvK7MTA--137,"Pastoral tribes, depending mainly on camels,"
DG6Bx2bDqFM--48,"If yes, try to find out their names. Draw pictures of these. 2"
